o1-2024-12-17,0/3,4.633333,0.03498,0,,,,,,
o3-2025-04-16,3-Jan,2.27,0.001403,0,,,,,,
,,,,,,,,,,
[o1],logic_1,|,toks=201,|,t=1.96s,|,cost=$0.00877,❌,,
[o3],logic_1,|,toks=137,|,t=1.33s,|,cost=$0.00066,❌,,
[o1],math_1,|,toks=330,|,t=2.18s,|,cost=$0.01791,❌,,
[o3],math_1,|,toks=170,|,t=1.84s,|,cost=$0.00111,❌,,
[o1],code_1,|,toks=483,|,t=11.91s,|,cost=$0.02462,✅,,
[o3],code_1,|,toks=629,|,t=5.43s,|,cost=$0.00445,✅,,
,,,,,,,,,,
💰,Estimated,total,cost:,$0.06 ,,,,,,
,model,correct,avg_latency_s,avg_cost_usd,avg_reason_toks,,,,,
o1-2024-12-17,3-Jan,5.35,0.0171,0,,,,,,
o3-2025-04-16,3-Jan,2.866667,0.002072,0,,,,,,
